,Unnamed: 0,id,birth,household,age,routine_id,sex_F,sex_M,appliance_id_1,appliance_id_2,appliance_id_3,appliance_id_4,appliance_id_5,appliance_id_6,appliance_id_7,appliance_id_8,appliance_id_9
98,19,20,19800716,3,42.0,12,0,1,1,0,0,0,0,1,0,1,0
99,19,20,19800716,3,42.0,18,0,1,1,0,0,0,0,1,1,0,0
100,20,21,19900831,1,32.0,13,0,1,0,0,0,1,0,1,0,1,0
101,20,21,19900831,1,32.0,12,0,1,1,0,0,0,0,1,0,1,0
102,20,21,19900831,1,32.0,22,0,1,1,1,0,0,0,0,0,1,0
103,20,21,19900831,1,32.0,19,0,1,1,0,0,0,0,1,1,1,0
104,20,21,19900831,1,32.0,3,0,1,0,0,0,1,0,1,0,0,0
105,21,22,20000519,3,22.0,7,0,1,0,1,1,0,0,0,0,0,0
106,21,22,20000519,3,22.0,10,0,1,0,0,0,0,0,0,1,1,1
107,21,22,20000519,3,22.0,8,0,1,1,0,0,0,0,0,1,0,0
108,21,22,20000519,3,22.0,15,0,1,1,1,1,0,0,0,0,1,0
109,21,22,20000519,3,22.0,19,0,1,1,0,0,0,0,1,1,1,0
110,22,23,19750309,1,47.0,19,0,1,1,0,0,0,0,1,1,1,0
111,22,23,19750309,1,47.0,20,0,1,1,0,0,1,0,1,0,1,0
112,22,23,19750309,1,47.0,5,0,1,0,1,1,0,0,0,1,0,0
113,22,23,19750309,1,47.0,11,0,1,1,0,0,0,0,0,1,1,0
114,22,23,19750309,1,47.0,9,0,1,0,1,1,0,0,0,0,1,0
115,23,24,19970809,1,25.0,18,0,1,1,0,0,0,0,1,1,0,0
116,23,24,19970809,1,25.0,16,0,1,0,0,0,0,0,1,1,1,1
117,23,24,19970809,1,25.0,19,0,1,1,0,0,0,0,1,1,1,0
118,23,24,19970809,1,25.0,12,0,1,1,0,0,0,0,1,0,1,0
119,23,24,19970809,1,25.0,10,0,1,0,0,0,0,0,0,1,1,1
120,24,25,19861127,4,36.0,8,0,1,1,0,0,0,0,0,1,0,0
121,24,25,19861127,4,36.0,20,0,1,1,0,0,1,0,1,0,1,0
122,24,25,19861127,4,36.0,17,0,1,1,0,0,1,0,1,0,0,0
123,24,25,19861127,4,36.0,9,0,1,0,1,1,0,0,0,0,1,0
124,24,25,19861127,4,36.0,19,0,1,1,0,0,0,0,1,1,1,0
125,25,26,19980831,3,24.0,21,0,1,1,0,0,1,1,0,0,0,0
126,25,26,19980831,3,24.0,5,0,1,0,1,1,0,0,0,1,0,0
127,25,26,19980831,3,24.0,20,0,1,1,0,0,1,0,1,0,1,0
128,25,26,19980831,3,24.0,15,0,1,1,1,1,0,0,0,0,1,0
129,25,26,19980831,3,24.0,22,0,1,1,1,0,0,0,0,0,1,0
130,26,27,19820225,3,40.0,3,0,1,0,0,0,1,0,1,0,0,0
131,26,27,19820225,3,40.0,19,0,1,1,0,0,0,0,1,1,1,0
132,26,27,19820225,3,40.0,14,0,1,0,0,0,0,0,1,1,1,0
133,26,27,19820225,3,40.0,7,0,1,0,1,1,0,0,0,0,0,0
134,26,27,19820225,3,40.0,15,0,1,1,1,1,0,0,0,0,1,0
135,27,28,20010801,1,21.0,15,0,1,1,1,1,0,0,0,0,1,0
136,27,28,20010801,1,21.0,6,0,1,1,0,0,0,0,0,0,1,0
137,27,28,20010801,1,21.0,17,0,1,1,0,0,1,0,1,0,0,0
138,27,28,20010801,1,21.0,8,0,1,1,0,0,0,0,0,1,0,0
139,27,28,20010801,1,21.0,20,0,1,1,0,0,1,0,1,0,1,0
140,28,29,19740310,3,48.0,2,0,1,0,0,0,0,0,0,0,1,1
141,28,29,19740310,3,48.0,6,0,1,1,0,0,0,0,0,0,1,0
142,28,29,19740310,3,48.0,16,0,1,0,0,0,0,0,1,1,1,1
143,28,29,19740310,3,48.0,8,0,1,1,0,0,0,0,0,1,0,0
144,28,29,19740310,3,48.0,19,0,1,1,0,0,0,0,1,1,1,0
145,29,30,19730514,1,49.0,5,0,1,0,1,1,0,0,0,1,0,0
146,29,30,19730514,1,49.0,7,0,1,0,1,1,0,0,0,0,0,0
147,29,30,19730514,1,49.0,21,0,1,1,0,0,1,1,0,0,0,0
148,29,30,19730514,1,49.0,11,0,1,1,0,0,0,0,0,1,1,0
149,29,30,19730514,1,49.0,19,0,1,1,0,0,0,0,1,1,1,0
150,30,31,19971002,2,25.0,15,0,1,1,1,1,0,0,0,0,1,0
151,30,31,19971002,2,25.0,13,0,1,0,0,0,1,0,1,0,1,0
152,30,31,19971002,2,25.0,6,0,1,1,0,0,0,0,0,0,1,0
153,30,31,19971002,2,25.0,12,0,1,1,0,0,0,0,1,0,1,0
154,30,31,19971002,2,25.0,14,0,1,0,0,0,0,0,1,1,1,0
155,31,32,19911019,3,31.0,20,0,1,1,0,0,1,0,1,0,1,0
156,31,32,19911019,3,31.0,11,0,1,1,0,0,0,0,0,1,1,0
157,31,32,19911019,3,31.0,14,0,1,0,0,0,0,0,1,1,1,0
158,31,32,19911019,3,31.0,15,0,1,1,1,1,0,0,0,0,1,0
159,31,32,19911019,3,31.0,19,0,1,1,0,0,0,0,1,1,1,0
160,32,33,19921108,2,30.0,13,0,1,0,0,0,1,0,1,0,1,0
161,32,33,19921108,2,30.0,12,0,1,1,0,0,0,0,1,0,1,0
162,32,33,19921108,2,30.0,5,0,1,0,1,1,0,0,0,1,0,0
163,32,33,19921108,2,30.0,3,0,1,0,0,0,1,0,1,0,0,0
164,32,33,19921108,2,30.0,17,0,1,1,0,0,1,0,1,0,0,0
165,33,34,20010102,2,21.0,5,0,1,0,1,1,0,0,0,1,0,0
166,33,34,20010102,2,21.0,16,0,1,0,0,0,0,0,1,1,1,1
167,33,34,20010102,2,21.0,13,0,1,0,0,0,1,0,1,0,1,0
168,33,34,20010102,2,21.0,1,0,1,0,0,0,0,0,1,0,0,1
169,33,34,20010102,2,21.0,17,0,1,1,0,0,1,0,1,0,0,0
170,34,35,19760601,2,46.0,5,0,1,0,1,1,0,0,0,1,0,0
171,34,35,19760601,2,46.0,14,0,1,0,0,0,0,0,1,1,1,0
172,34,35,19760601,2,46.0,6,0,1,1,0,0,0,0,0,0,1,0
173,34,35,19760601,2,46.0,4,0,1,0,0,0,0,0,0,1,1,0
174,34,35,19760601,2,46.0,23,0,1,0,0,0,0,0,1,0,1,0
175,35,36,20010608,1,21.0,16,0,1,0,0,0,0,0,1,1,1,1
176,35,36,20010608,1,21.0,12,0,1,1,0,0,0,0,1,0,1,0
177,35,36,20010608,1,21.0,15,0,1,1,1,1,0,0,0,0,1,0
178,35,36,20010608,1,21.0,14,0,1,0,0,0,0,0,1,1,1,0
179,35,36,20010608,1,21.0,9,0,1,0,1,1,0,0,0,0,1,0
180,36,37,19890731,2,33.0,19,0,1,1,0,0,0,0,1,1,1,0
181,36,37,19890731,2,33.0,12,0,1,1,0,0,0,0,1,0,1,0
182,36,37,19890731,2,33.0,14,0,1,0,0,0,0,0,1,1,1,0
183,36,37,19890731,2,33.0,13,0,1,0,0,0,1,0,1,0,1,0
184,36,37,19890731,2,33.0,10,0,1,0,0,0,0,0,0,1,1,1
185,37,38,19980215,4,24.0,3,0,1,0,0,0,1,0,1,0,0,0
186,37,38,19980215,4,24.0,17,0,1,1,0,0,1,0,1,0,0,0
187,37,38,19980215,4,24.0,23,0,1,0,0,0,0,0,1,0,1,0
188,37,38,19980215,4,24.0,7,0,1,0,1,1,0,0,0,0,0,0
189,37,38,19980215,4,24.0,0,0,1,0,0,0,0,1,1,0,0,0
190,38,39,19870618,3,35.0,2,0,1,0,0,0,0,0,0,0,1,1
191,38,39,19870618,3,35.0,16,0,1,0,0,0,0,0,1,1,1,1
192,38,39,19870618,3,35.0,10,0,1,0,0,0,0,0,0,1,1,1
193,38,39,19870618,3,35.0,20,0,1,1,0,0,1,0,1,0,1,0
194,38,39,19870618,3,35.0,3,0,1,0,0,0,1,0,1,0,0,0
195,39,40,19961031,1,26.0,13,0,1,0,0,0,1,0,1,0,1,0
196,39,40,19961031,1,26.0,15,0,1,1,1,1,0,0,0,0,1,0
197,39,40,19961031,1,26.0,12,0,1,1,0,0,0,0,1,0,1,0
198,39,40,19961031,1,26.0,19,0,1,1,0,0,0,0,1,1,1,0
199,39,40,19961031,1,26.0,8,0,1,1,0,0,0,0,0,1,0,0
200,40,41,19990512,1,23.0,10,0,1,0,0,0,0,0,0,1,1,1
201,40,41,19990512,1,23.0,4,0,1,0,0,0,0,0,0,1,1,0
202,40,41,19990512,1,23.0,17,0,1,1,0,0,1,0,1,0,0,0
203,40,41,19990512,1,23.0,19,0,1,1,0,0,0,0,1,1,1,0
204,40,41,19990512,1,23.0,3,0,1,0,0,0,1,0,1,0,0,0
205,41,42,19700923,2,52.0,13,0,1,0,0,0,1,0,1,0,1,0
206,41,42,19700923,2,52.0,16,0,1,0,0,0,0,0,1,1,1,1
207,41,42,19700923,2,52.0,6,0,1,1,0,0,0,0,0,0,1,0
208,41,42,19700923,2,52.0,17,0,1,1,0,0,1,0,1,0,0,0
209,41,42,19700923,2,52.0,4,0,1,0,0,0,0,0,0,1,1,0
210,42,43,19901216,1,32.0,7,0,1,0,1,1,0,0,0,0,0,0
211,42,43,19901216,1,32.0,21,0,1,1,0,0,1,1,0,0,0,0
212,42,43,19901216,1,32.0,3,0,1,0,0,0,1,0,1,0,0,0
213,42,43,19901216,1,32.0,8,0,1,1,0,0,0,0,0,1,0,0
214,42,43,19901216,1,32.0,20,0,1,1,0,0,1,0,1,0,1,0
215,43,44,19970819,2,25.0,10,0,1,0,0,0,0,0,0,1,1,1
216,43,44,19970819,2,25.0,17,0,1,1,0,0,1,0,1,0,0,0
217,43,44,19970819,2,25.0,4,0,1,0,0,0,0,0,0,1,1,0
218,43,44,19970819,2,25.0,3,0,1,0,0,0,1,0,1,0,0,0
219,43,44,19970819,2,25.0,12,0,1,1,0,0,0,0,1,0,1,0
220,44,45,19711012,3,51.0,4,0,1,0,0,0,0,0,0,1,1,0
221,44,45,19711012,3,51.0,13,0,1,0,0,0,1,0,1,0,1,0
222,44,45,19711012,3,51.0,3,0,1,0,0,0,1,0,1,0,0,0
223,44,45,19711012,3,51.0,20,0,1,1,0,0,1,0,1,0,1,0
224,44,45,19711012,3,51.0,19,0,1,1,0,0,0,0,1,1,1,0
225,45,46,19850817,4,37.0,13,0,1,0,0,0,1,0,1,0,1,0
226,45,46,19850817,4,37.0,20,0,1,1,0,0,1,0,1,0,1,0
227,45,46,19850817,4,37.0,21,0,1,1,0,0,1,1,0,0,0,0
228,45,46,19850817,4,37.0,3,0,1,0,0,0,1,0,1,0,0,0
229,45,46,19850817,4,37.0,17,0,1,1,0,0,1,0,1,0,0,0
230,46,47,19740305,1,48.0,22,0,1,1,1,0,0,0,0,0,1,0
231,46,47,19740305,1,48.0,17,0,1,1,0,0,1,0,1,0,0,0
232,46,47,19740305,1,48.0,20,0,1,1,0,0,1,0,1,0,1,0
233,46,47,19740305,1,48.0,6,0,1,1,0,0,0,0,0,0,1,0
234,46,47,19740305,1,48.0,8,0,1,1,0,0,0,0,0,1,0,0
235,47,48,19990701,2,23.0,15,0,1,1,1,1,0,0,0,0,1,0
236,47,48,19990701,2,23.0,12,0,1,1,0,0,0,0,1,0,1,0
237,47,48,19990701,2,23.0,18,0,1,1,0,0,0,0,1,1,0,0
238,47,48,19990701,2,23.0,21,0,1,1,0,0,1,1,0,0,0,0
239,47,48,19990701,2,23.0,20,0,1,1,0,0,1,0,1,0,1,0
240,48,49,19741014,1,48.0,19,0,1,1,0,0,0,0,1,1,1,0
241,48,49,19741014,1,48.0,17,0,1,1,0,0,1,0,1,0,0,0
242,48,49,19741014,1,48.0,13,0,1,0,0,0,1,0,1,0,1,0
243,48,49,19741014,1,48.0,15,0,1,1,1,1,0,0,0,0,1,0
244,48,49,19741014,1,48.0,11,0,1,1,0,0,0,0,0,1,1,0
245,49,50,19851111,2,37.0,19,0,1,1,0,0,0,0,1,1,1,0
246,49,50,19851111,2,37.0,13,0,1,0,0,0,1,0,1,0,1,0
247,49,50,19851111,2,37.0,17,0,1,1,0,0,1,0,1,0,0,0
248,49,50,19851111,2,37.0,15,0,1,1,1,1,0,0,0,0,1,0
249,49,50,19851111,2,37.0,0,0,1,0,0,0,0,1,1,0,0,0
250,50,51,19680731,3,54.0,15,0,1,1,1,1,0,0,0,0,1,0
251,50,51,19680731,3,54.0,10,0,1,0,0,0,0,0,0,1,1,1
252,50,51,19680731,3,54.0,5,0,1,0,1,1,0,0,0,1,0,0
253,50,51,19680731,3,54.0,20,0,1,1,0,0,1,0,1,0,1,0
254,50,51,19680731,3,54.0,23,0,1,0,0,0,0,0,1,0,1,0
255,51,52,20000218,3,22.0,19,0,1,1,0,0,0,0,1,1,1,0
256,51,52,20000218,3,22.0,17,0,1,1,0,0,1,0,1,0,0,0
257,51,52,20000218,3,22.0,0,0,1,0,0,0,0,1,1,0,0,0
258,51,52,20000218,3,22.0,14,0,1,0,0,0,0,0,1,1,1,0
259,51,52,20000218,3,22.0,13,0,1,0,0,0,1,0,1,0,1,0
260,52,53,19700716,5,52.0,19,0,1,1,0,0,0,0,1,1,1,0
261,52,53,19700716,5,52.0,12,0,1,1,0,0,0,0,1,0,1,0
262,52,53,19700716,5,52.0,0,0,1,0,0,0,0,1,1,0,0,0
263,52,53,19700716,5,52.0,14,0,1,0,0,0,0,0,1,1,1,0
264,52,53,19700716,5,52.0,21,0,1,1,0,0,1,1,0,0,0,0
265,53,54,19700304,4,52.0,5,0,1,0,1,1,0,0,0,1,0,0
266,53,54,19700304,4,52.0,4,0,1,0,0,0,0,0,0,1,1,0
267,53,54,19700304,4,52.0,13,0,1,0,0,0,1,0,1,0,1,0
268,53,54,19700304,4,52.0,21,0,1,1,0,0,1,1,0,0,0,0
269,53,54,19700304,4,52.0,3,0,1,0,0,0,1,0,1,0,0,0
270,54,55,19960716,4,26.0,23,0,1,0,0,0,0,0,1,0,1,0
271,54,55,19960716,4,26.0,12,0,1,1,0,0,0,0,1,0,1,0
272,54,55,19960716,4,26.0,13,0,1,0,0,0,1,0,1,0,1,0
273,54,55,19960716,4,26.0,10,0,1,0,0,0,0,0,0,1,1,1
274,54,55,19960716,4,26.0,20,0,1,1,0,0,1,0,1,0,1,0
275,55,56,19940818,1,28.0,19,0,1,1,0,0,0,0,1,1,1,0
276,55,56,19940818,1,28.0,16,0,1,0,0,0,0,0,1,1,1,1
277,55,56,19940818,1,28.0,20,0,1,1,0,0,1,0,1,0,1,0
278,55,56,19940818,1,28.0,21,0,1,1,0,0,1,1,0,0,0,0
279,55,56,19940818,1,28.0,3,0,1,0,0,0,1,0,1,0,0,0
280,56,57,20020523,1,20.0,18,0,1,1,0,0,0,0,1,1,0,0
281,56,57,20020523,1,20.0,21,0,1,1,0,0,1,1,0,0,0,0
282,56,57,20020523,1,20.0,17,0,1,1,0,0,1,0,1,0,0,0
283,56,57,20020523,1,20.0,11,0,1,1,0,0,0,0,0,1,1,0
284,56,57,20020523,1,20.0,20,0,1,1,0,0,1,0,1,0,1,0
285,57,58,19950629,4,27.0,18,0,1,1,0,0,0,0,1,1,0,0
286,57,58,19950629,4,27.0,1,0,1,0,0,0,0,0,1,0,0,1
287,57,58,19950629,4,27.0,15,0,1,1,1,1,0,0,0,0,1,0
288,57,58,19950629,4,27.0,14,0,1,0,0,0,0,0,1,1,1,0
289,57,58,19950629,4,27.0,10,0,1,0,0,0,0,0,0,1,1,1
290,58,59,19890826,2,33.0,17,0,1,1,0,0,1,0,1,0,0,0
291,58,59,19890826,2,33.0,12,0,1,1,0,0,0,0,1,0,1,0
292,58,59,19890826,2,33.0,20,0,1,1,0,0,1,0,1,0,1,0
293,58,59,19890826,2,33.0,21,0,1,1,0,0,1,1,0,0,0,0
294,58,59,19890826,2,33.0,3,0,1,0,0,0,1,0,1,0,0,0
295,59,60,19990710,2,23.0,16,0,1,0,0,0,0,0,1,1,1,1
296,59,60,19990710,2,23.0,8,0,1,1,0,0,0,0,0,1,0,0
297,59,60,19990710,2,23.0,23,0,1,0,0,0,0,0,1,0,1,0
298,59,60,19990710,2,23.0,6,0,1,1,0,0,0,0,0,0,1,0
299,59,60,19990710,2,23.0,12,0,1,1,0,0,0,0,1,0,1,0
300,60,61,19720712,2,50.0,19,0,1,1,0,0,0,0,1,1,1,0
301,60,61,19720712,2,50.0,18,0,1,1,0,0,0,0,1,1,0,0
302,60,61,19720712,2,50.0,21,0,1,1,0,0,1,1,0,0,0,0
303,60,61,19720712,2,50.0,11,0,1,1,0,0,0,0,0,1,1,0
304,60,61,19720712,2,50.0,4,0,1,0,0,0,0,0,0,1,1,0
305,61,62,19691202,2,53.0,18,0,1,1,0,0,0,0,1,1,0,0
306,61,62,19691202,2,53.0,0,0,1,0,0,0,0,1,1,0,0,0
307,61,62,19691202,2,53.0,2,0,1,0,0,0,0,0,0,0,1,1
308,61,62,19691202,2,53.0,20,0,1,1,0,0,1,0,1,0,1,0
309,61,62,19691202,2,53.0,9,0,1,0,1,1,0,0,0,0,1,0
310,62,63,19970312,3,25.0,12,0,1,1,0,0,0,0,1,0,1,0
311,62,63,19970312,3,25.0,17,0,1,1,0,0,1,0,1,0,0,0
312,62,63,19970312,3,25.0,23,0,1,0,0,0,0,0,1,0,1,0
313,62,63,19970312,3,25.0,20,0,1,1,0,0,1,0,1,0,1,0
314,62,63,19970312,3,25.0,22,0,1,1,1,0,0,0,0,0,1,0
315,63,64,19870120,3,35.0,13,0,1,0,0,0,1,0,1,0,1,0
316,63,64,19870120,3,35.0,17,0,1,1,0,0,1,0,1,0,0,0
317,63,64,19870120,3,35.0,21,0,1,1,0,0,1,1,0,0,0,0
318,63,64,19870120,3,35.0,1,0,1,0,0,0,0,0,1,0,0,1
319,63,64,19870120,3,35.0,20,0,1,1,0,0,1,0,1,0,1,0
320,64,65,19891016,1,33.0,9,0,1,0,1,1,0,0,0,0,1,0
321,64,65,19891016,1,33.0,4,0,1,0,0,0,0,0,0,1,1,0
322,64,65,19891016,1,33.0,8,0,1,1,0,0,0,0,0,1,0,0
323,64,65,19891016,1,33.0,5,0,1,0,1,1,0,0,0,1,0,0
324,64,65,19891016,1,33.0,11,0,1,1,0,0,0,0,0,1,1,0
325,65,66,19681221,1,54.0,16,0,1,0,0,0,0,0,1,1,1,1
326,65,66,19681221,1,54.0,19,0,1,1,0,0,0,0,1,1,1,0
327,65,66,19681221,1,54.0,18,0,1,1,0,0,0,0,1,1,0,0
328,65,66,19681221,1,54.0,14,0,1,0,0,0,0,0,1,1,1,0
329,65,66,19681221,1,54.0,8,0,1,1,0,0,0,0,0,1,0,0
330,66,67,19951003,1,27.0,14,0,1,0,0,0,0,0,1,1,1,0
331,66,67,19951003,1,27.0,19,0,1,1,0,0,0,0,1,1,1,0
332,66,67,19951003,1,27.0,1,0,1,0,0,0,0,0,1,0,0,1
333,66,67,19951003,1,27.0,21,0,1,1,0,0,1,1,0,0,0,0
334,66,67,19951003,1,27.0,0,0,1,0,0,0,0,1,1,0,0,0
335,67,68,19751130,3,47.0,19,0,1,1,0,0,0,0,1,1,1,0
336,67,68,19751130,3,47.0,9,0,1,0,1,1,0,0,0,0,1,0
337,67,68,19751130,3,47.0,5,0,1,0,1,1,0,0,0,1,0,0
338,67,68,19751130,3,47.0,16,0,1,0,0,0,0,0,1,1,1,1
339,67,68,19751130,3,47.0,11,0,1,1,0,0,0,0,0,1,1,0
340,68,69,19711204,2,51.0,20,0,1,1,0,0,1,0,1,0,1,0
341,68,69,19711204,2,51.0,5,0,1,0,1,1,0,0,0,1,0,0
342,68,69,19711204,2,51.0,15,0,1,1,1,1,0,0,0,0,1,0
343,68,69,19711204,2,51.0,17,0,1,1,0,0,1,0,1,0,0,0
