,birth,household,id,age,routine_id,sex_F,sex_M,appliance_id_1,appliance_id_2,appliance_id_3,appliance_id_4,appliance_id_5,appliance_id_6,appliance_id_7,appliance_id_8,appliance_id_9
25,19581221,4,6,64.0,73,0,1,0,1,1,0,0,0,0,1,0
26,19581221,4,6,64.0,36,0,1,0,0,0,0,0,0,0,0,1
27,19581221,4,6,64.0,53,0,1,0,0,1,0,1,0,0,0,0
28,19581221,4,6,64.0,44,0,1,1,0,0,0,0,0,0,0,1
29,19581221,4,6,64.0,75,0,1,0,0,0,0,0,0,1,1,0
30,19850715,4,7,37.0,32,0,1,0,0,0,0,1,0,0,0,0
31,19850715,4,7,37.0,30,0,1,0,0,1,0,0,0,0,0,0
32,19850715,4,7,37.0,79,0,1,1,0,0,1,0,1,0,1,0
33,19850715,4,7,37.0,83,0,1,1,0,0,0,0,1,1,1,0
34,19850715,4,7,37.0,62,0,1,0,0,0,1,0,0,0,0,1
35,19601124,1,8,62.0,97,0,1,0,0,0,1,0,0,1,0,0
36,19601124,1,8,62.0,42,0,1,1,0,0,0,0,0,1,0,0
37,19601124,1,8,62.0,76,0,1,0,0,0,1,1,0,0,0,1
38,19601124,1,8,62.0,87,0,1,1,0,0,0,0,0,1,0,0
39,19601124,1,8,62.0,0,0,1,0,0,0,1,0,1,0,1,0
40,19671215,4,9,55.0,10,0,1,1,1,0,0,0,0,1,1,0
41,19671215,4,9,55.0,103,0,1,0,0,0,0,0,0,1,1,0
42,19671215,4,9,55.0,24,0,1,0,1,1,0,0,0,0,1,0
43,19671215,4,9,55.0,51,0,1,0,1,0,0,0,0,0,0,1
44,19671215,4,9,55.0,54,0,1,0,0,1,0,0,1,0,0,0
45,19640414,1,10,58.0,50,0,1,0,1,0,0,0,0,0,1,0
46,19640414,1,10,58.0,49,0,1,0,1,0,0,0,0,1,0,0
47,19640414,1,10,58.0,94,0,1,0,1,0,0,0,0,1,0,0
48,19640414,1,10,58.0,20,0,1,0,0,0,1,0,1,0,0,1
49,19640414,1,10,58.0,40,0,1,1,0,0,0,1,0,0,0,0
50,19890509,3,11,33.0,26,0,1,0,0,0,0,0,1,0,1,0
51,19890509,3,11,33.0,50,0,1,0,1,0,0,0,0,0,1,0
52,19890509,3,11,33.0,4,0,1,1,0,0,0,0,0,1,0,0
53,19890509,3,11,33.0,102,0,1,0,0,0,0,0,1,0,0,1
54,19890509,3,11,33.0,17,0,1,0,0,0,1,1,0,0,0,0
55,19951027,5,12,27.0,36,0,1,0,0,0,0,0,0,0,0,1
56,19951027,5,12,27.0,93,0,1,0,1,1,0,0,0,0,0,0
57,19951027,5,12,27.0,12,0,1,1,0,0,1,0,1,0,0,0
58,19951027,5,12,27.0,91,0,1,1,0,0,0,0,0,1,0,0
59,19951027,5,12,27.0,20,0,1,0,0,0,1,0,1,0,0,1
60,19530521,1,13,69.0,97,0,1,0,0,0,1,0,0,1,0,0
61,19530521,1,13,69.0,76,0,1,0,0,0,1,1,0,0,0,1
62,19530521,1,13,69.0,15,0,1,0,0,0,1,1,0,0,0,1
63,19530521,1,13,69.0,59,0,1,0,0,0,1,0,1,0,0,0
64,19530521,1,13,69.0,9,0,1,1,0,0,0,0,0,1,1,0
65,19660501,1,14,56.0,16,0,1,0,0,0,1,1,0,0,0,1
66,19660501,1,14,56.0,96,0,1,0,0,0,1,0,1,0,0,0
67,19660501,1,14,56.0,15,0,1,0,0,0,1,1,0,0,0,1
68,19660501,1,14,56.0,99,0,1,0,0,0,0,1,0,0,0,1
69,19660501,1,14,56.0,33,0,1,0,0,0,0,0,1,0,0,0
70,19820623,3,15,40.0,68,0,1,0,0,0,0,0,1,0,1,0
71,19820623,3,15,40.0,70,0,1,0,0,0,0,0,0,1,1,0
72,19820623,3,15,40.0,95,0,1,0,0,1,0,0,0,0,1,0
73,19820623,3,15,40.0,42,0,1,1,0,0,0,0,0,1,0,0
74,19820623,3,15,40.0,69,0,1,0,0,0,0,0,1,0,0,1
75,19491217,1,16,73.0,75,0,1,0,0,0,0,0,0,1,1,0
76,19491217,1,16,73.0,84,0,1,1,0,0,0,0,0,1,0,1
77,19491217,1,16,73.0,5,0,1,1,0,0,1,0,1,0,1,0
78,19491217,1,16,73.0,3,0,1,0,0,0,1,1,0,0,0,1
79,19491217,1,16,73.0,91,0,1,1,0,0,0,0,0,1,0,0
80,19490923,3,17,73.0,18,0,1,0,0,0,0,0,1,0,1,0
81,19490923,3,17,73.0,78,0,1,1,0,0,0,0,0,1,0,0
82,19490923,3,17,73.0,49,0,1,0,1,0,0,0,0,1,0,0
83,19490923,3,17,73.0,57,0,1,0,0,1,0,0,0,0,0,1
84,19490923,3,17,73.0,20,0,1,0,0,0,1,0,1,0,0,1
85,19600114,2,18,62.0,82,0,1,1,0,0,0,0,1,0,1,0
86,19600114,2,18,62.0,73,0,1,0,1,1,0,0,0,0,1,0
87,19600114,2,18,62.0,51,0,1,0,1,0,0,0,0,0,0,1
88,19600114,2,18,62.0,67,0,1,0,0,0,0,0,1,1,0,0
89,19600114,2,18,62.0,62,0,1,0,0,0,1,0,0,0,0,1
90,19641107,4,19,58.0,97,0,1,0,0,0,1,0,0,1,0,0
91,19641107,4,19,58.0,72,0,1,0,0,0,0,0,0,0,1,1
92,19641107,4,19,58.0,101,0,1,0,0,0,0,0,1,0,1,0
93,19641107,4,19,58.0,61,0,1,0,0,0,1,0,0,0,1,0
94,19641107,4,19,58.0,10,0,1,1,1,0,0,0,0,1,1,0
95,20011126,5,20,21.0,40,0,1,1,0,0,0,1,0,0,0,0
96,20011126,5,20,21.0,2,0,1,0,0,0,0,0,0,1,1,0
97,20011126,5,20,21.0,4,0,1,1,0,0,0,0,0,1,0,0
98,20011126,5,20,21.0,38,0,1,1,0,1,0,0,0,0,0,0
99,20011126,5,20,21.0,71,0,1,0,0,0,0,0,0,1,0,1
100,19920730,2,21,30.0,80,0,1,1,1,1,0,0,0,0,1,0
101,19920730,2,21,30.0,103,0,1,0,0,0,0,0,0,1,1,0
102,19920730,2,21,30.0,27,0,1,0,0,0,0,0,0,1,1,0
103,19920730,2,21,30.0,91,0,1,1,0,0,0,0,0,1,0,0
104,19920730,2,21,30.0,82,0,1,1,0,0,0,0,1,0,1,0
105,19490202,1,22,73.0,35,0,1,0,0,0,0,0,0,0,1,0
106,19490202,1,22,73.0,97,0,1,0,0,0,1,0,0,1,0,0
107,19490202,1,22,73.0,9,0,1,1,0,0,0,0,0,1,1,0
108,19490202,1,22,73.0,34,0,1,0,0,0,0,0,0,1,0,0
109,19490202,1,22,73.0,103,0,1,0,0,0,0,0,0,1,1,0
110,19930122,3,23,29.0,74,0,1,0,0,0,0,0,0,1,1,0
111,19930122,3,23,29.0,29,0,1,0,1,0,0,0,0,0,0,0
112,19930122,3,23,29.0,0,0,1,0,0,0,1,0,1,0,1,0
113,19930122,3,23,29.0,55,0,1,0,0,1,0,0,0,1,0,0
114,19930122,3,23,29.0,4,0,1,1,0,0,0,0,0,1,0,0
115,19850928,4,24,37.0,86,0,1,0,0,1,0,0,0,0,1,0
116,19850928,4,24,37.0,50,0,1,0,1,0,0,0,0,0,1,0
117,19850928,4,24,37.0,16,0,1,0,0,0,1,1,0,0,0,1
118,19850928,4,24,37.0,67,0,1,0,0,0,0,0,1,1,0,0
119,19850928,4,24,37.0,4,0,1,1,0,0,0,0,0,1,0,0
120,19640615,3,25,58.0,17,0,1,0,0,0,1,1,0,0,0,0
121,19640615,3,25,58.0,97,0,1,0,0,0,1,0,0,1,0,0
122,19640615,3,25,58.0,24,0,1,0,1,1,0,0,0,0,1,0
123,19640615,3,25,58.0,40,0,1,1,0,0,0,1,0,0,0,0
124,19640615,3,25,58.0,100,0,1,0,0,0,0,0,1,1,0,0
125,19510326,3,26,71.0,38,0,1,1,0,1,0,0,0,0,0,0
126,19510326,3,26,71.0,3,0,1,0,0,0,1,1,0,0,0,1
127,19510326,3,26,71.0,92,0,1,1,0,0,0,0,0,0,1,0
128,19510326,3,26,71.0,13,0,1,0,0,1,0,0,0,0,1,0
129,19510326,3,26,71.0,16,0,1,0,0,0,1,1,0,0,0,1
130,19580807,3,27,64.0,18,0,1,0,0,0,0,0,1,0,1,0
131,19580807,3,27,64.0,37,0,1,1,1,0,0,0,0,0,0,0
132,19580807,3,27,64.0,22,0,1,0,0,0,1,1,0,0,0,0
133,19580807,3,27,64.0,96,0,1,0,0,0,1,0,1,0,0,0
134,19580807,3,27,64.0,48,0,1,0,1,0,0,0,1,0,0,0
135,19690205,4,28,53.0,45,0,1,0,1,1,0,0,0,0,0,0
136,19690205,4,28,53.0,67,0,1,0,0,0,0,0,1,1,0,0
137,19690205,4,28,53.0,63,0,1,0,0,0,0,1,1,0,0,0
138,19690205,4,28,53.0,99,0,1,0,0,0,0,1,0,0,0,1
139,19690205,4,28,53.0,93,0,1,0,1,1,0,0,0,0,0,0
140,19581019,3,29,64.0,76,0,1,0,0,0,1,1,0,0,0,1
141,19581019,3,29,64.0,66,0,1,0,0,0,0,1,0,0,0,1
142,19581019,3,29,64.0,36,0,1,0,0,0,0,0,0,0,0,1
143,19581019,3,29,64.0,56,0,1,0,0,1,0,0,0,0,1,0
144,19581019,3,29,64.0,48,0,1,0,1,0,0,0,1,0,0,0
145,19610211,1,30,61.0,62,0,1,0,0,0,1,0,0,0,0,1
146,19610211,1,30,61.0,0,0,1,0,0,0,1,0,1,0,1,0
147,19610211,1,30,61.0,45,0,1,0,1,1,0,0,0,0,0,0
148,19610211,1,30,61.0,75,0,1,0,0,0,0,0,0,1,1,0
149,19610211,1,30,61.0,51,0,1,0,1,0,0,0,0,0,0,1
150,19650917,4,31,57.0,98,0,1,0,0,0,0,1,1,0,0,0
151,19650917,4,31,57.0,27,0,1,0,0,0,0,0,0,1,1,0
152,19650917,4,31,57.0,67,0,1,0,0,0,0,0,1,1,0,0
153,19650917,4,31,57.0,37,0,1,1,1,0,0,0,0,0,0,0
154,19650917,4,31,57.0,87,0,1,1,0,0,0,0,0,1,0,0
155,19830506,3,32,39.0,9,0,1,1,0,0,0,0,0,1,1,0
156,19830506,3,32,39.0,81,0,1,1,0,0,0,0,1,0,1,0
157,19830506,3,32,39.0,89,0,1,1,0,0,0,1,0,0,0,0
158,19830506,3,32,39.0,16,0,1,0,0,0,1,1,0,0,0,1
159,19830506,3,32,39.0,59,0,1,0,0,0,1,0,1,0,0,0
160,19871206,2,33,35.0,88,0,1,1,0,0,1,0,0,0,0,0
161,19871206,2,33,35.0,34,0,1,0,0,0,0,0,0,1,0,0
162,19871206,2,33,35.0,63,0,1,0,0,0,0,1,1,0,0,0
163,19871206,2,33,35.0,25,0,1,0,1,1,0,0,0,0,1,0
164,19871206,2,33,35.0,78,0,1,1,0,0,0,0,0,1,0,0
165,19941219,2,34,28.0,20,0,1,0,0,0,1,0,1,0,0,1
166,19941219,2,34,28.0,89,0,1,1,0,0,0,1,0,0,0,0
167,19941219,2,34,28.0,69,0,1,0,0,0,0,0,1,0,0,1
168,19941219,2,34,28.0,61,0,1,0,0,0,1,0,0,0,1,0
169,19941219,2,34,28.0,78,0,1,1,0,0,0,0,0,1,0,0
170,19571011,1,35,65.0,55,0,1,0,0,1,0,0,0,1,0,0
171,19571011,1,35,65.0,5,0,1,1,0,0,1,0,1,0,1,0
172,19571011,1,35,65.0,9,0,1,1,0,0,0,0,0,1,1,0
173,19571011,1,35,65.0,52,0,1,0,0,1,1,0,0,0,0,0
174,19571011,1,35,65.0,96,0,1,0,0,0,1,0,1,0,0,0
175,19800106,2,36,42.0,61,0,1,0,0,0,1,0,0,0,1,0
176,19800106,2,36,42.0,24,0,1,0,1,1,0,0,0,0,1,0
177,19800106,2,36,42.0,7,0,1,1,0,0,0,0,1,0,1,0
178,19800106,2,36,42.0,8,0,1,1,0,0,0,0,0,1,0,1
179,19800106,2,36,42.0,95,0,1,0,0,1,0,0,0,0,1,0
180,19950806,3,37,27.0,52,0,1,0,0,1,1,0,0,0,0,0
181,19950806,3,37,27.0,96,0,1,0,0,0,1,0,1,0,0,0
182,19950806,3,37,27.0,28,0,1,1,0,0,0,0,0,0,0,0
183,19950806,3,37,27.0,2,0,1,0,0,0,0,0,0,1,1,0
184,19950806,3,37,27.0,68,0,1,0,0,0,0,0,1,0,1,0
185,19880227,3,38,34.0,78,0,1,1,0,0,0,0,0,1,0,0
186,19880227,3,38,34.0,85,0,1,1,0,0,0,0,0,1,0,1
187,19880227,3,38,34.0,27,0,1,0,0,0,0,0,0,1,1,0
188,19880227,3,38,34.0,49,0,1,0,1,0,0,0,0,1,0,0
189,19880227,3,38,34.0,69,0,1,0,0,0,0,0,1,0,0,1
190,19560529,4,39,66.0,60,0,1,0,0,0,1,0,0,1,0,0
191,19560529,4,39,66.0,71,0,1,0,0,0,0,0,0,1,0,1
192,19560529,4,39,66.0,99,0,1,0,0,0,0,1,0,0,0,1
193,19560529,4,39,66.0,15,0,1,0,0,0,1,1,0,0,0,1
194,19560529,4,39,66.0,76,0,1,0,0,0,1,1,0,0,0,1
195,19590503,2,40,63.0,69,0,1,0,0,0,0,0,1,0,0,1
196,19590503,2,40,63.0,46,0,1,0,1,0,1,0,0,0,0,0
197,19590503,2,40,63.0,29,0,1,0,1,0,0,0,0,0,0,0
198,19590503,2,40,63.0,2,0,1,0,0,0,0,0,0,1,1,0
199,19590503,2,40,63.0,24,0,1,0,1,1,0,0,0,0,1,0
200,19850618,3,41,37.0,68,0,1,0,0,0,0,0,1,0,1,0
201,19850618,3,41,37.0,54,0,1,0,0,1,0,0,1,0,0,0
202,19850618,3,41,37.0,70,0,1,0,0,0,0,0,0,1,1,0
203,19850618,3,41,37.0,5,0,1,1,0,0,1,0,1,0,1,0
204,19850618,3,41,37.0,46,0,1,0,1,0,1,0,0,0,0,0
205,19720522,1,42,50.0,67,0,1,0,0,0,0,0,1,1,0,0
206,19720522,1,42,50.0,7,0,1,1,0,0,0,0,1,0,1,0
207,19720522,1,42,50.0,84,0,1,1,0,0,0,0,0,1,0,1
208,19720522,1,42,50.0,32,0,1,0,0,0,0,1,0,0,0,0
209,19720522,1,42,50.0,56,0,1,0,0,1,0,0,0,0,1,0
210,19910403,4,43,31.0,70,0,1,0,0,0,0,0,0,1,1,0
211,19910403,4,43,31.0,12,0,1,1,0,0,1,0,1,0,0,0
212,19910403,4,43,31.0,78,0,1,1,0,0,0,0,0,1,0,0
213,19910403,4,43,31.0,10,0,1,1,1,0,0,0,0,1,1,0
214,19910403,4,43,31.0,18,0,1,0,0,0,0,0,1,0,1,0
215,19620710,2,44,60.0,77,0,1,1,0,0,0,0,0,1,0,0
216,19620710,2,44,60.0,48,0,1,0,1,0,0,0,1,0,0,0
217,19620710,2,44,60.0,68,0,1,0,0,0,0,0,1,0,1,0
218,19620710,2,44,60.0,94,0,1,0,1,0,0,0,0,1,0,0
219,19620710,2,44,60.0,30,0,1,0,0,1,0,0,0,0,0,0
220,19540110,1,45,68.0,44,0,1,1,0,0,0,0,0,0,0,1
221,19540110,1,45,68.0,102,0,1,0,0,0,0,0,1,0,0,1
222,19540110,1,45,68.0,24,0,1,0,1,1,0,0,0,0,1,0
223,19540110,1,45,68.0,93,0,1,0,1,1,0,0,0,0,0,0
224,19540110,1,45,68.0,84,0,1,1,0,0,0,0,0,1,0,1
225,19641124,2,46,58.0,59,0,1,0,0,0,1,0,1,0,0,0
226,19641124,2,46,58.0,16,0,1,0,0,0,1,1,0,0,0,1
227,19641124,2,46,58.0,42,0,1,1,0,0,0,0,0,1,0,0
228,19641124,2,46,58.0,71,0,1,0,0,0,0,0,0,1,0,1
229,19641124,2,46,58.0,70,0,1,0,0,0,0,0,0,1,1,0
230,19810707,4,47,41.0,17,0,1,0,0,0,1,1,0,0,0,0
231,19810707,4,47,41.0,56,0,1,0,0,1,0,0,0,0,1,0
232,19810707,4,47,41.0,63,0,1,0,0,0,0,1,1,0,0,0
233,19810707,4,47,41.0,27,0,1,0,0,0,0,0,0,1,1,0
234,19810707,4,47,41.0,60,0,1,0,0,0,1,0,0,1,0,0
235,19960426,1,48,26.0,61,0,1,0,0,0,1,0,0,0,1,0
236,19960426,1,48,26.0,52,0,1,0,0,1,1,0,0,0,0,0
237,19960426,1,48,26.0,10,0,1,1,1,0,0,0,0,1,1,0
238,19960426,1,48,26.0,92,0,1,1,0,0,0,0,0,0,1,0
239,19960426,1,48,26.0,23,0,1,0,1,1,0,0,0,0,1,0
240,19631127,2,49,59.0,88,0,1,1,0,0,1,0,0,0,0,0
241,19631127,2,49,59.0,1,0,1,0,1,1,0,0,0,0,1,0
242,19631127,2,49,59.0,95,0,1,0,0,1,0,0,0,0,1,0
243,19631127,2,49,59.0,28,0,1,1,0,0,0,0,0,0,0,0
244,19631127,2,49,59.0,74,0,1,0,0,0,0,0,0,1,1,0
245,19860301,1,50,36.0,90,0,1,1,1,0,0,0,0,0,0,0
246,19860301,1,50,36.0,65,0,1,0,0,0,0,1,0,0,1,0
247,19860301,1,50,36.0,13,0,1,0,0,1,0,0,0,0,1,0
248,19860301,1,50,36.0,37,0,1,1,1,0,0,0,0,0,0,0
249,19860301,1,50,36.0,0,0,1,0,0,0,1,0,1,0,1,0
250,19710720,3,51,51.0,52,0,1,0,0,1,1,0,0,0,0,0
251,19710720,3,51,51.0,86,0,1,0,0,1,0,0,0,0,1,0
252,19710720,3,51,51.0,37,0,1,1,1,0,0,0,0,0,0,0
253,19710720,3,51,51.0,24,0,1,0,1,1,0,0,0,0,1,0
254,19710720,3,51,51.0,33,0,1,0,0,0,0,0,1,0,0,0
255,19710308,1,52,51.0,64,0,1,0,0,0,0,1,0,1,0,0
256,19710308,1,52,51.0,37,0,1,1,1,0,0,0,0,0,0,0
257,19710308,1,52,51.0,29,0,1,0,1,0,0,0,0,0,0,0
258,19710308,1,52,51.0,41,0,1,1,0,0,0,0,1,0,0,0
259,19710308,1,52,51.0,10,0,1,1,1,0,0,0,0,1,1,0
260,20000826,3,53,22.0,62,0,1,0,0,0,1,0,0,0,0,1
261,20000826,3,53,22.0,97,0,1,0,0,0,1,0,0,1,0,0
262,20000826,3,53,22.0,73,0,1,0,1,1,0,0,0,0,1,0
263,20000826,3,53,22.0,47,0,1,0,1,0,0,1,0,0,0,0
264,20000826,3,53,22.0,44,0,1,1,0,0,0,0,0,0,0,1
265,19560220,2,54,66.0,31,0,1,0,0,0,1,0,0,0,0,0
266,19560220,2,54,66.0,97,0,1,0,0,0,1,0,0,1,0,0
267,19560220,2,54,66.0,37,0,1,1,1,0,0,0,0,0,0,0
268,19560220,2,54,66.0,5,0,1,1,0,0,1,0,1,0,1,0
269,19560220,2,54,66.0,34,0,1,0,0,0,0,0,0,1,0,0
270,19630904,2,55,59.0,39,0,1,1,0,0,1,0,0,0,0,0
271,19630904,2,55,59.0,31,0,1,0,0,0,1,0,0,0,0,0
272,19630904,2,55,59.0,66,0,1,0,0,0,0,1,0,0,0,1
273,19630904,2,55,59.0,16,0,1,0,0,0,1,1,0,0,0,1
274,19630904,2,55,59.0,87,0,1,1,0,0,0,0,0,1,0,0
275,19910220,2,56,31.0,32,0,1,0,0,0,0,1,0,0,0,0
276,19910220,2,56,31.0,102,0,1,0,0,0,0,0,1,0,0,1
277,19910220,2,56,31.0,14,0,1,0,0,1,0,0,0,0,1,0
278,19910220,2,56,31.0,85,0,1,1,0,0,0,0,0,1,0,1
279,19910220,2,56,31.0,20,0,1,0,0,0,1,0,1,0,0,1
280,19760721,3,57,46.0,84,0,1,1,0,0,0,0,0,1,0,1
281,19760721,3,57,46.0,33,0,1,0,0,0,0,0,1,0,0,0
282,19760721,3,57,46.0,15,0,1,0,0,0,1,1,0,0,0,1
283,19760721,3,57,46.0,34,0,1,0,0,0,0,0,0,1,0,0
284,19760721,3,57,46.0,30,0,1,0,0,1,0,0,0,0,0,0
285,19561128,1,58,66.0,94,0,1,0,1,0,0,0,0,1,0,0
286,19561128,1,58,66.0,97,0,1,0,0,0,1,0,0,1,0,0
287,19561128,1,58,66.0,79,0,1,1,0,0,1,0,1,0,1,0
288,19561128,1,58,66.0,71,0,1,0,0,0,0,0,0,1,0,1
289,19561128,1,58,66.0,67,0,1,0,0,0,0,0,1,1,0,0
290,19711031,1,59,51.0,8,0,1,1,0,0,0,0,0,1,0,1
291,19711031,1,59,51.0,50,0,1,0,1,0,0,0,0,0,1,0
292,19711031,1,59,51.0,19,0,1,0,0,0,0,0,1,0,1,0
293,19711031,1,59,51.0,0,0,1,0,0,0,1,0,1,0,1,0
294,19711031,1,59,51.0,93,0,1,0,1,1,0,0,0,0,0,0
295,19640626,3,60,58.0,41,0,1,1,0,0,0,0,1,0,0,0
296,19640626,3,60,58.0,26,0,1,0,0,0,0,0,1,0,1,0
297,19640626,3,60,58.0,68,0,1,0,0,0,0,0,1,0,1,0
298,19640626,3,60,58.0,46,0,1,0,1,0,1,0,0,0,0,0
299,19640626,3,60,58.0,2,0,1,0,0,0,0,0,0,1,1,0
300,19921204,3,61,30.0,104,0,1,0,0,0,0,0,0,1,0,1
301,19921204,3,61,30.0,22,0,1,0,0,0,1,1,0,0,0,0
302,19921204,3,61,30.0,47,0,1,0,1,0,0,1,0,0,0,0
303,19921204,3,61,30.0,38,0,1,1,0,1,0,0,0,0,0,0
304,19921204,3,61,30.0,53,0,1,0,0,1,0,1,0,0,0,0
305,19940829,2,62,28.0,103,0,1,0,0,0,0,0,0,1,1,0
306,19940829,2,62,28.0,29,0,1,0,1,0,0,0,0,0,0,0
307,19940829,2,62,28.0,23,0,1,0,1,1,0,0,0,0,1,0
308,19940829,2,62,28.0,16,0,1,0,0,0,1,1,0,0,0,1
309,19940829,2,62,28.0,28,0,1,1,0,0,0,0,0,0,0,0
310,19950715,2,63,27.0,85,0,1,1,0,0,0,0,0,1,0,1
311,19950715,2,63,27.0,4,0,1,1,0,0,0,0,0,1,0,0
312,19950715,2,63,27.0,90,0,1,1,1,0,0,0,0,0,0,0
313,19950715,2,63,27.0,19,0,1,0,0,0,0,0,1,0,1,0
314,19950715,2,63,27.0,82,0,1,1,0,0,0,0,1,0,1,0
315,20011222,3,64,21.0,26,0,1,0,0,0,0,0,1,0,1,0
316,20011222,3,64,21.0,99,0,1,0,0,0,0,1,0,0,0,1
317,20011222,3,64,21.0,80,0,1,1,1,1,0,0,0,0,1,0
318,20011222,3,64,21.0,46,0,1,0,1,0,1,0,0,0,0,0
319,20011222,3,64,21.0,64,0,1,0,0,0,0,1,0,1,0,0
320,19870910,3,65,35.0,69,0,1,0,0,0,0,0,1,0,0,1
321,19870910,3,65,35.0,57,0,1,0,0,1,0,0,0,0,0,1
322,19870910,3,65,35.0,36,0,1,0,0,0,0,0,0,0,0,1
323,19870910,3,65,35.0,72,0,1,0,0,0,0,0,0,0,1,1
324,19870910,3,65,35.0,49,0,1,0,1,0,0,0,0,1,0,0
325,19691003,1,66,53.0,42,0,1,1,0,0,0,0,0,1,0,0
326,19691003,1,66,53.0,6,0,1,1,1,1,0,0,0,0,1,0
327,19691003,1,66,53.0,41,0,1,1,0,0,0,0,1,0,0,0
328,19691003,1,66,53.0,57,0,1,0,0,1,0,0,0,0,0,1
329,19691003,1,66,53.0,13,0,1,0,0,1,0,0,0,0,1,0
330,19580509,1,67,64.0,63,0,1,0,0,0,0,1,1,0,0,0
331,19580509,1,67,64.0,59,0,1,0,0,0,1,0,1,0,0,0
332,19580509,1,67,64.0,57,0,1,0,0,1,0,0,0,0,0,1
333,19580509,1,67,64.0,83,0,1,1,0,0,0,0,1,1,1,0
334,19580509,1,67,64.0,101,0,1,0,0,0,0,0,1,0,1,0
335,19650919,1,68,57.0,7,0,1,1,0,0,0,0,1,0,1,0
336,19650919,1,68,57.0,86,0,1,0,0,1,0,0,0,0,1,0
337,19650919,1,68,57.0,20,0,1,0,0,0,1,0,1,0,0,1
338,19650919,1,68,57.0,33,0,1,0,0,0,0,0,1,0,0,0
339,19650919,1,68,57.0,74,0,1,0,0,0,0,0,0,1,1,0
340,19681026,1,69,54.0,33,0,1,0,0,0,0,0,1,0,0,0
341,19681026,1,69,54.0,69,0,1,0,0,0,0,0,1,0,0,1
342,19681026,1,69,54.0,87,0,1,1,0,0,0,0,0,1,0,0
343,19681026,1,69,54.0,51,0,1,0,1,0,0,0,0,0,0,1
344,19681026,1,69,54.0,10,0,1,1,1,0,0,0,0,1,1,0
345,19790527,1,70,43.0,0,0,1,0,0,0,1,0,1,0,1,0
346,19790527,1,70,43.0,40,0,1,1,0,0,0,1,0,0,0,0
347,19790527,1,70,43.0,16,0,1,0,0,0,1,1,0,0,0,1
348,19790527,1,70,43.0,99,0,1,0,0,0,0,1,0,0,0,1
349,19790527,1,70,43.0,88,0,1,1,0,0,1,0,0,0,0,0
350,19820819,1,71,40.0,16,0,1,0,0,0,1,1,0,0,0,1
351,19820819,1,71,40.0,3,0,1,0,0,0,1,1,0,0,0,1
352,19820819,1,71,40.0,33,0,1,0,0,0,0,0,1,0,0,0
353,19820819,1,71,40.0,71,0,1,0,0,0,0,0,0,1,0,1
354,19820819,1,71,40.0,98,0,1,0,0,0,0,1,1,0,0,0
355,19970129,4,72,25.0,49,0,1,0,1,0,0,0,0,1,0,0
356,19970129,4,72,25.0,86,0,1,0,0,1,0,0,0,0,1,0
357,19970129,4,72,25.0,25,0,1,0,1,1,0,0,0,0,1,0
358,19970129,4,72,25.0,26,0,1,0,0,0,0,0,1,0,1,0
359,19970129,4,72,25.0,32,0,1,0,0,0,0,1,0,0,0,0
360,19560712,4,73,66.0,30,0,1,0,0,1,0,0,0,0,0,0
361,19560712,4,73,66.0,78,0,1,1,0,0,0,0,0,1,0,0
362,19560712,4,73,66.0,26,0,1,0,0,0,0,0,1,0,1,0
