,birth,household,id,age,routine_id,sex_F,sex_M,appliance_1,appliance_2,appliance_3,appliance_4,appliance_5,appliance_6,appliance_7,appliance_8,appliance_9
294,19711031,1,59,51.0,137,0,1,1,1,0,1,0,0,1,0,0
295,19640626,3,60,58.0,200,0,1,0,1,0,1,1,1,0,0,0
296,19640626,3,60,58.0,26,0,1,0,0,1,0,0,1,0,0,0
297,19640626,3,60,58.0,130,0,1,1,1,1,0,1,0,0,0,0
298,19640626,3,60,58.0,146,0,1,1,1,0,0,0,1,0,0,1
299,19640626,3,60,58.0,103,0,1,0,0,1,0,0,1,1,0,0
300,19921204,3,61,30.0,197,0,1,0,1,1,0,0,0,1,1,0
301,19921204,3,61,30.0,159,0,1,1,0,1,0,0,1,1,0,0
302,19921204,3,61,30.0,200,0,1,0,1,0,1,1,1,0,0,0
303,19921204,3,61,30.0,209,0,1,0,1,0,1,0,0,0,1,1
304,19921204,3,61,30.0,133,0,1,1,1,1,0,0,0,0,1,0
305,19940829,2,62,28.0,170,0,1,1,0,0,1,0,1,0,1,0
306,19940829,2,62,28.0,104,0,1,0,0,1,0,0,1,0,1,0
307,19940829,2,62,28.0,44,0,1,0,0,0,0,0,0,0,1,1
308,19940829,2,62,28.0,225,0,1,0,0,1,1,0,1,0,1,0
309,19940829,2,62,28.0,93,0,1,0,1,0,0,0,0,0,1,1
310,19950715,2,63,27.0,119,0,1,0,0,0,0,1,1,1,0,0
311,19950715,2,63,27.0,197,0,1,0,1,1,0,0,0,1,1,0
312,19950715,2,63,27.0,210,0,1,0,1,0,0,1,1,1,0,0
313,19950715,2,63,27.0,33,0,1,0,0,0,1,0,0,0,1,0
314,19950715,2,63,27.0,51,0,1,1,1,0,0,0,0,0,0,1
315,20011222,3,64,21.0,203,0,1,0,1,0,1,1,0,0,0,1
316,20011222,3,64,21.0,171,0,1,1,0,0,1,0,1,0,0,1
317,20011222,3,64,21.0,73,0,1,0,1,1,1,0,0,0,0,0
318,20011222,3,64,21.0,188,0,1,0,1,1,1,0,0,0,1,0
319,20011222,3,64,21.0,135,0,1,1,1,0,1,1,0,0,0,0
320,19870910,3,65,35.0,124,0,1,0,0,0,0,1,0,0,1,1
321,19870910,3,65,35.0,224,0,1,0,0,1,1,0,1,1,0,0
322,19870910,3,65,35.0,68,0,1,1,0,0,0,0,1,0,1,0
323,19870910,3,65,35.0,5,0,1,0,0,0,0,0,1,0,0,0
324,19870910,3,65,35.0,17,0,1,0,1,1,0,0,0,0,0,0
325,19691003,1,66,53.0,47,0,1,1,1,0,0,1,0,0,0,0
326,19691003,1,66,53.0,244,0,1,0,0,0,1,1,0,1,0,1
327,19691003,1,66,53.0,245,0,1,0,0,0,1,1,0,0,1,1
328,19691003,1,66,53.0,149,0,1,1,1,0,0,0,0,0,1,1
329,19691003,1,66,53.0,194,0,1,0,1,1,0,0,1,1,0,0
330,19580509,1,67,64.0,123,0,1,0,0,0,0,1,0,1,0,1
331,19580509,1,67,64.0,164,0,1,1,0,1,0,0,0,0,1,1
332,19580509,1,67,64.0,206,0,1,0,1,0,1,0,1,0,0,1
333,19580509,1,67,64.0,76,0,1,0,1,1,0,0,0,1,0,0
334,19580509,1,67,64.0,24,0,1,0,0,1,1,0,0,0,0,0
335,19650919,1,68,57.0,160,0,1,1,0,1,0,0,1,0,1,0
336,19650919,1,68,57.0,95,0,1,0,0,1,1,0,1,0,0,0
337,19650919,1,68,57.0,64,0,1,1,0,0,0,1,0,1,0,0
338,19650919,1,68,57.0,167,0,1,1,0,0,1,1,0,0,1,0
339,19650919,1,68,57.0,239,0,1,0,0,1,0,0,0,1,1,1
340,19681026,1,69,54.0,89,0,1,0,1,0,0,0,1,0,1,0
341,19681026,1,69,54.0,124,0,1,0,0,0,0,1,0,0,1,1
342,19681026,1,69,54.0,229,0,1,0,0,1,1,0,0,0,1,1
343,19681026,1,69,54.0,123,0,1,0,0,0,0,1,0,1,0,1
344,19681026,1,69,54.0,5,0,1,0,0,0,0,0,1,0,0,0
345,19790527,1,70,43.0,70,0,1,1,0,0,0,0,0,1,1,0
346,19790527,1,70,43.0,230,0,1,0,0,1,0,1,1,1,0,0
347,19790527,1,70,43.0,94,0,1,0,0,1,1,1,0,0,0,0
348,19790527,1,70,43.0,22,0,1,0,1,0,0,0,0,0,1,0
349,19790527,1,70,43.0,223,0,1,0,0,1,1,1,0,0,0,1
350,19820819,1,71,40.0,150,0,1,1,0,1,1,1,0,0,0,0
351,19820819,1,71,40.0,159,0,1,1,0,1,0,0,1,1,0,0
352,19820819,1,71,40.0,234,0,1,0,0,1,0,1,0,1,0,1
353,19820819,1,71,40.0,58,0,1,1,0,0,1,1,0,0,0,0
354,19820819,1,71,40.0,122,0,1,0,0,0,0,1,0,1,1,0
355,19970129,4,72,25.0,211,0,1,0,1,0,0,1,1,0,1,0
356,19970129,4,72,25.0,137,0,1,1,1,0,1,0,0,1,0,0
357,19970129,4,72,25.0,48,0,1,1,1,0,0,0,1,0,0,0
358,19970129,4,72,25.0,185,0,1,0,1,1,1,1,0,0,0,0
359,19970129,4,72,25.0,20,0,1,0,1,0,0,0,1,0,0,0
360,19560712,4,73,66.0,235,0,1,0,0,1,0,1,0,0,1,1
361,19560712,4,73,66.0,237,0,1,0,0,1,0,0,1,1,0,1
362,19560712,4,73,66.0,102,0,1,0,0,1,0,1,0,0,0,1
363,19560712,4,73,66.0,40,0,1,0,0,0,0,0,1,0,1,0
